name_track,artist_track,uri_track,popularity,tempo,genres
La Curiosidad,Jay Wheeler,spotify:track:4HYDUMY0xSpeBr0AMY9cUz,82,90,"reggaeton, trap latino, urbano latino"
Besalo,El Alfa,spotify:track:6XlBkATW7Gamg4qJXzc6IF,72,147,"reggaeton, trap latino, urbano latino"
La Nota,Manuel Turizo,spotify:track:5VzNsUnLmYcRfRfxpQsusa,69,92,"colombian pop, reggaeton, reggaeton colombiano, trap latino, urbano latino"
"Nicky Jam: Bzrp Music Sessions, Vol. 41",Bizarrap,spotify:track:03LfOYi0icz4souspZVVhq,71,90,"argentine hip hop, pop venezolano, trap argentino, trap latino, urbano latino"
Lejanía,Ryan Castro,spotify:track:1QcVACki0Jfgi22KqobAFX,63,166,"reggaeton, trap colombiano, trap latino, urbano latino"
Fiel,Los Legendarios,spotify:track:7Bk0uXKk1uPT0XuQbpFzvs,73,98,
In Da Getto,J Balvin,spotify:track:63aj87TQG6F3RVO5nbG2VQ,73,127,"reggaeton, reggaeton colombiano, trap latino, urbano latino"
Volando - Remix,Mora,spotify:track:0G2zPzWqVjR68iNPmx2TBe,80,154,alt z
Sobrio,Maluma,spotify:track:4HzqWEdAbzcVFDv0pvxV4w,80,178,"latin pop, reggaeton, reggaeton colombiano, urbano latino"
"Eladio Carrion: Bzrp Music Sessions, Vol. 40",Bizarrap,spotify:track:1VauUM5CBX7nkLcgafQL2B,79,117,"argentine hip hop, pop venezolano, trap argentino, trap latino, urbano latino"
Kemba Walker,Eladio Carrion,spotify:track:38kLHBjtWJaPXcyFhwRVtI,72,147,"trap boricua, trap latino, trap triste, urbano latino"
DM - Remix,Mueka,spotify:track:4xlhd0SpVU3JRULB3Q9s4L,57,125,reggaeton flow
Caile,Revol,spotify:track:6l4qSMR0iVGnZibf5piyJ8,0,130,indie pop
STAY (with Justin Bieber),The Kid LAROI,spotify:track:5HCyWlXZPP0y6Gqq8TgA20,87,170,australian hip hop
Taboo,Don Omar,spotify:track:4cyYC67XY3weSVmSLdKLP8,69,187,"latin hip hop, puerto rican pop, reggaeton, trap latino, urbano latino"
Soy El Diablo - Remix,Natanael Cano,spotify:track:7pNAvsuTCFaXzSSUmfBPxz,67,109,"corrido, nueva musica mexicana, sad sierreno"
7 rings,Ariana Grande,spotify:track:6ocbgoVGwYJhOv1GgI9NsF,85,140,"canadian contemporary r&b, canadian pop, pop"
Save Your Tears (with Ariana Grande) (Remix),The Weeknd,spotify:track:37BZB0z9T8Xu7U3e65qxFy,83,118,"hip hop, rap, trap"
Stuck with U (with Justin Bieber),Ariana Grande,spotify:track:4HBZA5flZLE435QTztThqH,82,179,"canadian contemporary r&b, canadian pop, pop"
Juice,Lizzo,spotify:track:0k664IuFwVP557Gnx7RhIl,75,120,
Kush,Lenny Tavárez,spotify:track:4dyhfLyhSLLzqe7qXdvrZL,47,74,"reggaeton, trap argentino, trap latino, urbano latino"
TATA - Remix,Eladio Carrion,spotify:track:1hfufCKTZ0wIQwoW9tXoDR,52,140,"trap boricua, trap latino, trap triste, urbano latino"
Kamaz,DJ Blyatman,spotify:track:2HR3Ruy4hCYn5wBIublqXh,54,150,"hard bass, russian rave"
Te Va Bien (with Arcangel & Becky G feat. Darell),KEVVO,spotify:track:7G1o084VGIPA5TAbUSgADQ,54,100,"reggaeton, reggaeton flow, trap latino, urbano latino"
No Problem,DJ Blyatman,spotify:track:68KrbaOJX7GnsIr91PveOW,42,150,"hard bass, russian rave"
Cyka Blyat,DJ Blyatman,spotify:track:4ZjYcAWfghKtYCBzVLOyi2,56,150,"hard bass, russian rave"
Gopnik,DJ Blyatman,spotify:track:5i26iwsa78zSsDm120WdsI,53,150,"hard bass, russian rave"
Contra La Pared,Sean Paul,spotify:track:37eGbhE1xVFSvcKkqGb6i1,67,94,"dance pop, dancehall, pop, pop rap"
Bandido,Myke Towers,spotify:track:1xK1Gg9SxG8fy2Ya373oqb,75,168,"trap boricua, trap latino, trap triste, urbano latino"
Malbec,Duki,spotify:track:6KEb17S00Inf0v1qYDgUAj,72,123,"argentine hip hop, pop venezolano, trap argentino, trap latino, urbano latino"
F40,J Balvin,spotify:track:1r4cq6ZPidlBrhBC5kpnCp,47,171,"reggaeton, reggaeton colombiano, trap latino, urbano latino"
Una Nota,J Balvin,spotify:track:7iqOIHHEmu6Vhw25GgQ2eA,68,180,"reggaeton, reggaeton colombiano, trap latino, urbano latino"
Te Acuerdas De Mí,J Balvin,spotify:track:3EgHkFBGUu7NHZspAdiy0D,58,90,"reggaeton, reggaeton colombiano, trap latino, urbano latino"
In Da Getto,J Balvin,spotify:track:1q0PYXTbDsirp2l74ng6pn,70,127,"reggaeton, reggaeton colombiano, trap latino, urbano latino"
Sigues Con El,Arcángel,spotify:track:7sQKy5vlPQllr0k9IjYJv3,70,88,"argentine hip hop, pop venezolano, trap argentino, trap latino, urbano latino"
Billetes De 100,J Balvin,spotify:track:4tWOrZqaelCejCT3Th8Phq,48,176,"reggaeton, reggaeton colombiano, trap latino, urbano latino"
La Venganza,J Balvin,spotify:track:0Pe4DpJDmZtOybHgrZ1hyM,51,92,"reggaeton, reggaeton colombiano, trap latino, urbano latino"
París,Ingratax,spotify:track:4bF2y8rR7GUjrd5LNEvej3,70,168,"concurso de talentos argentino, urbano mexicano"
Vestido,J Balvin,spotify:track:2Jq4Ei6P87YbP67asm2rP6,58,88,"reggaeton, reggaeton colombiano, trap latino, urbano latino"
Que Locura,J Balvin,spotify:track:05fmJQJp2ODhF8BWhohgb6,50,113,"reggaeton, reggaeton colombiano, trap latino, urbano latino"
105 F Remix,KEVVO,spotify:track:1aUGxXCz9QimNkKeiJtzZ7,69,100,"reggaeton, reggaeton flow, trap latino, urbano latino"
Bebé Que Bien Te Ves,J Balvin,spotify:track:6Se3CKRvYOyuzHGdHAooem,62,166,"reggaeton, reggaeton colombiano, trap latino, urbano latino"
Lo Que Dios Quiera,J Balvin,spotify:track:58EEYVahoZAK7crGM6qAwA,50,178,"reggaeton, reggaeton colombiano, trap latino, urbano latino"
La Guariconfianza,El Taiger,spotify:track:234PYuEChhjwv4GeT12pap,53,102,cubaton
Si Te Atreves,J Balvin,spotify:track:7iBb6zKia1sx84BM9LUoxx,52,188,"reggaeton, reggaeton colombiano, trap latino, urbano latino"
Fantasías,J Balvin,spotify:track:6NrS68u0qtZ0bzNVSNz18T,47,80,"reggaeton, reggaeton colombiano, trap latino, urbano latino"
Pa' Guayarte,J Balvin,spotify:track:77J8t2pFJYI8k4tZgJ3ybY,48,176,"reggaeton, reggaeton colombiano, trap latino, urbano latino"
Ganas De Verte,J Balvin,spotify:track:15IszJQQHRq8xwYt5MDPo4,50,168,"reggaeton, reggaeton colombiano, trap latino, urbano latino"
Grandes Ligas,Lupillo Rivera,spotify:track:06IceO7e9isF3nX3y7dOTe,69,90,"banda, musica mexicana, musica sonorense, norteno"
Perra,J Balvin,spotify:track:04JVwAItboGpDhDgC4fNta,59,98,"reggaeton, reggaeton colombiano, trap latino, urbano latino"
7 De Mayo,J Balvin,spotify:track:5fub19NZQ0CBmwzERs0QTe,39,93,"reggaeton, reggaeton colombiano, trap latino, urbano latino"
Suerte,J Balvin,spotify:track:2FmF8r9Kv5x4Jhin8FsRG5,44,176,"reggaeton, reggaeton colombiano, trap latino, urbano latino"
Querido Rio,J Balvin,spotify:track:23E6hbN7xHR7fMAXvUdC7s,38,86,"reggaeton, reggaeton colombiano, trap latino, urbano latino"
La Familia,J Balvin,spotify:track:3ldgOvpKS3DWKMGN0G8BpJ,39,138,"reggaeton, reggaeton colombiano, trap latino, urbano latino"
Qué Más Pues?,J Balvin,spotify:track:6D2TCm4nf5nxAcdGJ7w3QP,76,102,"reggaeton, reggaeton colombiano, trap latino, urbano latino"
Dame Algo,Wisin & Yandel,spotify:track:4ByaTrfoYbXrmlbsTG8MTD,62,93,"electro latino, reggaeton, trap latino, urbano latino"
OTRO FILI,J Balvin,spotify:track:0nZjipkI0piCeaAp7Tt2KN,53,82,"reggaeton, reggaeton colombiano, trap latino, urbano latino"
Otra Noche Sin Ti,J Balvin,spotify:track:6xvaSd27eSA5kQlFRYhWZF,54,94,"reggaeton, reggaeton colombiano, trap latino, urbano latino"
Poblado - Remix,J Balvin,spotify:track:2K1CQMoG2Dy5nmeOYnhoi8,64,93,"reggaeton, reggaeton colombiano, trap latino, urbano latino"
UN DIA (ONE DAY),J Balvin,spotify:track:66x45Yh9x397PWpxMX0ZDT,66,168,"reggaeton, reggaeton colombiano, trap latino, urbano latino"
2/Catorce,Rauw Alejandro,spotify:track:0PwFN7vRvY80Hnkoew2x3f,0,112,"pop, r&b en espanol"
MONEY,LISA,spotify:track:7hU3IHwjX150XLoTVmjD0q,80,140,"trap latino, urbano latino"
POCKET ROCKET,Cochise,spotify:track:1FKG2wgJ75wS9MFNVZFiWd,73,161,"alternative metal, alternative rock, grunge, hard rock, nu metal, permanent wave, post-grunge, rock, supergroup"
Rolex - Steve Aoki Remix,Ayo & Teo,spotify:track:16i3H5whsxhyLCBwceuR4j,43,145,"trap, viral trap"
Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Tainy,spotify:track:4gzsuuZypVbxs0Af1LSZyB,83,170,"pop reggaeton, reggaeton, trap latino, urbano latino"
La Romana,Bad Bunny,spotify:track:1khmgu0pveJbkbpbkyvcQv,75,126,"musica chihuahuense, nueva musica mexicana"
YaMeFui,Bizarrap,spotify:track:42ahuAFlYGjIGBpVdHcLij,69,101,"argentine hip hop, pop venezolano, trap argentino, trap latino, urbano latino"
AL CAPONE,Eladio Carrion,spotify:track:4igzqj5TrceDGrJcZYM0pl,54,142,"trap boricua, trap latino, trap triste, urbano latino"
Odiame o Quiereme,Randy,spotify:track:1rLwwHaXkZUOBQU1vd2pPt,43,137,"memphis hip hop, tennessee hip hop, trap"
El Desorden,Ozuna,spotify:track:0JOUrhZGMCx3lk9VosAQWl,63,164,"puerto rican pop, reggaeton, trap latino, urbano latino"
Sal y Perrea,Sech,spotify:track:5u7twkeask1VIyDeNTElSU,68,90,"colombian pop, pop reggaeton, reggaeton colombiano, trap latino, urbano latino"
Una Vaina Loca,Fuego,spotify:track:2qEoAz0i6yEz5dPggABcLH,76,107,"reggaeton, trap latino, urbano latino"
Vaina Loca,Ozuna,spotify:track:48zFZh27QU5qsrBjn4C2FA,77,94,"puerto rican pop, reggaeton, trap latino, urbano latino"
No Lie,Sean Paul,spotify:track:48QmG1dfvMuYLxMPt7KSRA,83,102,"dance pop, dancehall, pop, pop rap"
Don't Start Now,Dua Lipa,spotify:track:3PfIrDoz19wz7qK7tYeu62,83,124,"deep underground hip hop, kentucky hip hop, pop rap, rap"
One Kiss (with Dua Lipa),Calvin Harris,spotify:track:7ef4DlsgrMEH11cDZd32M6,87,124,"barbadian pop, pop, urban contemporary"
No Me Conoce - Remix,Jhayco,spotify:track:4R8BJggjosTswLxtkw8V7P,34,92,"reggaeton, trap latino, urbano latino"
Po' encima (feat. Bryant Myers),Arcángel,spotify:track:7sWdGtYvzlzuQRAoZ7fGeO,65,176,"argentine hip hop, pop venezolano, trap argentino, trap latino, urbano latino"
Cosa Guapa,Rauw Alejandro,spotify:track:5o9NxjgOMpdGDYswuNv7yu,0,118,"pop, r&b en espanol"
Agarra Mi Mano,Sean Paul,spotify:track:4kS2aOd7ic0gGccOWss1JV,60,174,"dance pop, dancehall, pop, pop rap"
SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),Amaarae,spotify:track:15HMh4yxdf4wyxSZSlOgGZ,5,110,"afro r&b, afrobeats, alternative r&b, ghanaian alternative, ghanaian pop"
Jordan,Ryan Castro,spotify:track:2rDZhKnPaPG054ExZ6nXUS,7,180,"reggaeton, trap colombiano, trap latino, urbano latino"
Curazao,El Alfa,spotify:track:2gMau9LsRZtWOrq5cBGywB,64,129,"reggaeton, trap latino, urbano latino"
Gangsta Party,Danny Towers,spotify:track:1ZikAiQrie8wao8ton0m1h,48,125,
Blue Bills (feat. $NOT & Fenix Flexin),DJ Scheme,spotify:track:2ODUTBkiOWoYSUjKpGJxQE,71,96,
STILL TALKIN,yung euphoria,spotify:track:2XzQFNUnx4lmHz7pL374KR,30,120,
Psycho Pass,Xavier Wulf,spotify:track:3kZAm2TC74lBJFPDoV40Qc,72,115,"cloud rap, dark trap, memphis hip hop, underground hip hop"
Let It Loose,ILL NEPTUNE,spotify:track:0vywoQZQo77Og5Fvg8U6Mu,23,120,
Hell Shell,Young Nudy,spotify:track:5fO4ybFbomoSWPB3n2d6pe,72,130,"pluggnb, rap, trap, vapor trap"
Mad,Joey Trap,spotify:track:76Heiv9GSqsre38PfhNv5s,15,144,"san diego rap, vapor trap"
En La Cama,Nicky Jam,spotify:track:0smQWysb4n7WOVGv5YMLnF,1,104,"latin hip hop, reggaeton, trap latino, urbano latino"
Watch Out For This (Bumaye) - Dimitri Vegas & Like Mike Tomorrowland Remix,Major Lazer,spotify:track:1mQ34waLiTMqIA1FJwKL8m,32,128,"dance pop, edm, electro house, moombahton, pop, pop dance"
"Sunflower (Remix) [with Swae Lee, Nicky Jam, and Prince Royce]",Post Malone,spotify:track:0wt9RjddODlWDetpuaXfRK,57,180,"dfw rap, melodic rap, pop, rap"
Malory,Ryan Castro,spotify:track:4T18CIOag4LfuqqfzyBQmw,78,107,"reggaeton, trap colombiano, trap latino, urbano latino"
Party (feat. A Boogie Wit da Hoodie),Paulo Londra,spotify:track:5PDoWY5Av2Ba3rWIdY9Ij0,63,106,"colombian pop, pop reggaeton, reggaeton colombiano, trap latino, urbano latino"
Vente Pa' Ca (feat. Maluma),Ricky Martin,spotify:track:7DM4BPaS7uofFul3ywMe46,73,100,"latin pop, mexican pop, puerto rican pop"
Machika,J Balvin,spotify:track:7FnHUsFRTMg8VYteFKj3xL,57,212,"reggaeton, reggaeton colombiano, trap latino, urbano latino"
Monastery,Ryan Castro,spotify:track:1JpzJfxjHGFUyTHXLZidok,79,178,"reggaeton, trap colombiano, trap latino, urbano latino"
Deseo Animal,Dalmata,spotify:track:2snwj1VCe55PMcOt73GIaQ,41,98,"colombian pop, latin pop, reggaeton, reggaeton colombiano, urbano latino"
Yo No Se,Chucho Flash,spotify:track:1MxMBirljZVgAB9jdjB61x,0,186,
VACAXIONES,Feid,spotify:track:6DdC4I8ENm7zHH9Jy9pFg4,62,92,"colombian pop, pop reggaeton, reggaeton colombiano, trap latino, urbano latino"
Bum Bum Tam Tam,MC Fioti,spotify:track:6k2900NjJeVqZM55G3Danu,69,132,"funk carioca, funk ostentacao, funk paulista"
Leyenda,Anuel AA,spotify:track:0eNe9tTxrXzyoX3DSeJEDN,51,130,"reggaeton, reggaeton flow, trap boricua, trap latino, urbano latino"
Porno,Rich Music LTD,spotify:track:34ZngZgo8xicbt1EE8Ob8Z,75,92,urbano latino
Par de Tenis,Eladio Carrion,spotify:track:7iGX6Xdi2EnYqBqvzEVEVC,58,160,"trap boricua, trap latino, trap triste, urbano latino"
Claro Cristal,Eladio Carrion,spotify:track:2N6a6lmyj9DytOAPiUB11R,67,95,"trap boricua, trap latino, trap triste, urbano latino"
No Te Deseo el Mal,Eladio Carrion,spotify:track:3HQxzXOb4p9pfpD5gP38D5,70,125,"trap boricua, trap latino, trap triste, urbano latino"
Flores en Anónimo,Eladio Carrion,spotify:track:62pg2fFuBb6zgU2gqJR8kP,71,148,"trap boricua, trap latino, trap triste, urbano latino"
Fuego,Eladio Carrion,spotify:track:2bEjeBM3MVspWXXbor9H32,57,149,"trap boricua, trap latino, trap triste, urbano latino"
Miradas Raras,Eladio Carrion,spotify:track:090hDgrCGBBnex7ojpX9Fi,57,140,"trap boricua, trap latino, trap triste, urbano latino"
Me Gustas Natural,Eladio Carrion,spotify:track:1Sym1HsTqsa2pYKhYL1j15,79,127,"trap boricua, trap latino, trap triste, urbano latino"
Quienes Son Ustedes,Eladio Carrion,spotify:track:4qdJeQlPfs2sKSHWUVchpi,56,178,"trap boricua, trap latino, trap triste, urbano latino"
Alejarme de Ti,Eladio Carrion,spotify:track:4YV8COy6CS7PBFHw0AO4pF,61,150,"trap boricua, trap latino, trap triste, urbano latino"
Gastar,Eladio Carrion,spotify:track:7jZGELQvY3aZKaCIQVqwSY,54,120,"trap boricua, trap latino, trap triste, urbano latino"
Hola Como Vas,Eladio Carrion,spotify:track:0MEZYGMSPxNwUO4nAdQRBW,78,186,"trap boricua, trap latino, trap triste, urbano latino"
Sin Frenos,Eladio Carrion,spotify:track:1b62AO1IzcVr5SOgoguc9o,75,145,"trap boricua, trap latino, trap triste, urbano latino"
Socio,Eladio Carrion,spotify:track:2H4SvdfK9ret8B4cjNvrum,63,160,"trap boricua, trap latino, trap triste, urbano latino"
Jóvenes Millonarios,Eladio Carrion,spotify:track:4EbNxZ6ei9q1imUf2Hyo90,65,137,"trap boricua, trap latino, trap triste, urbano latino"
No Me Importa un Carajo,Eladio Carrion,spotify:track:1OGhv7OFVVIKsbVD3g4MAR,54,106,"trap boricua, trap latino, trap triste, urbano latino"
Mami Dijo,Eladio Carrion,spotify:track:6miAVDdheid0YA8WTmzNQ6,56,158,"trap boricua, trap latino, trap triste, urbano latino"
Cheque,Eladio Carrion,spotify:track:2Ah0LPGczp8OKkGZOA5IC6,57,123,"trap boricua, trap latino, trap triste, urbano latino"
Como Sea,Eladio Carrion,spotify:track:5K42LXYdwB905rlqgDA6Qg,57,171,"trap boricua, trap latino, trap triste, urbano latino"
Primera Vez,Eladio Carrion,spotify:track:0jRnQ0qTi3BRei6p0AunAH,54,161,"trap boricua, trap latino, trap triste, urbano latino"
Cuarentena,Eladio Carrion,spotify:track:7zNGzcGEnfVld7PdlXSeSa,59,180,"trap boricua, trap latino, trap triste, urbano latino"
Touch Your Body,Eladio Carrion,spotify:track:2FabnqpCzc59bbFo5kw4IF,60,97,"trap boricua, trap latino, trap triste, urbano latino"
Sauce Boy Freestyle 5,Eladio Carrion,spotify:track:69L3B6ZuwodK4NL8bAPgJc,59,101,"trap boricua, trap latino, trap triste, urbano latino"
En Movimiento,Duki,spotify:track:4S0D75BdWkyrnpEAUJfNfN,54,93,"argentine hip hop, pop venezolano, trap argentino, trap latino, urbano latino"
Ley de Atracción,Duki,spotify:track:6J63gKDHJLjiKWQg2LYvm4,52,92,"argentine hip hop, pop venezolano, trap argentino, trap latino, urbano latino"
BICI,Duki,spotify:track:3TBZtPqL5tuOk5QYH9WvvK,58,174,"argentine hip hop, pop venezolano, trap argentino, trap latino, urbano latino"
Midtown,Duki,spotify:track:6y6EZKfsOZ7P3ALbnUuXik,53,174,"argentine hip hop, pop venezolano, trap argentino, trap latino, urbano latino"
TOP 5,Duki,spotify:track:7JZ5mOTea5T4LH0UdwCsWx,69,100,"argentine hip hop, pop venezolano, trap argentino, trap latino, urbano latino"
YIN YAN,Duki,spotify:track:6KGGhJoXrztLp8ZT91zizs,67,172,"argentine hip hop, pop venezolano, trap argentino, trap latino, urbano latino"
Unfollow,Duki,spotify:track:1rxX4SkYDqluMJcYSijMSH,54,92,"argentine hip hop, pop venezolano, trap argentino, trap latino, urbano latino"
Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons,spotify:track:1r9xUipOqoNwggBpENDsvJ,83,77,"modern rock, pop, rock"
Picky,Joey Montana,spotify:track:4tPL9PeVZY4c0jUPtSD5nx,66,93,
Envidia,Blessd,spotify:track:46mZMNRGcEaX54lMXQRKFs,44,176,"corrido, nueva musica mexicana, sad sierreno"
Medallo,Blessd,spotify:track:6lX6l7OuA3qrnIRfdsr0dw,77,90,"corrido, nueva musica mexicana, sad sierreno"
Otro Día,Blessd,spotify:track:4n4ByTYlWGgnXbGHLIzBFp,42,170,"corrido, nueva musica mexicana, sad sierreno"
Regaños,Blessd,spotify:track:12B6XHq7DEWlHJm01dvxcJ,52,87,"corrido, nueva musica mexicana, sad sierreno"
Coroné,Blessd,spotify:track:3LVkIJZaD0UAuHnFn8j1vC,37,110,"corrido, nueva musica mexicana, sad sierreno"
Quien TV,Blessd,spotify:track:2ThSBT4fDS83BWu3iMjMRn,59,95,"corrido, nueva musica mexicana, sad sierreno"
Hace Tiempo,Blessd,spotify:track:1bRex9K0O9h0Nr5vD2M8AQ,55,90,"corrido, nueva musica mexicana, sad sierreno"
La Noche,Blessd,spotify:track:49xY99ho6BARki8Vhogwlq,54,172,"corrido, nueva musica mexicana, sad sierreno"
Siempre,Blessd,spotify:track:3QNWzeH3uZzTZXbxP39Xnc,50,94,"corrido, nueva musica mexicana, sad sierreno"
Puñeta,Blessd,spotify:track:4LADpuuxlWOQsyWEgFlSAz,38,168,"corrido, nueva musica mexicana, sad sierreno"
"Morad: Bzrp Music Sessions, Vol. 47",Bizarrap,spotify:track:39yyHtQ4tkjZzd8TfIBKQw,71,122,"argentine hip hop, pop venezolano, trap argentino, trap latino, urbano latino"
911 (Remix),Sech,spotify:track:27RSJHEA99Y0Vsow7nA37A,75,93,"colombian pop, pop reggaeton, reggaeton colombiano, trap latino, urbano latino"
Cúrame,Rauw Alejandro,spotify:track:3PwRuzdphgedcWVUOVYJ7I,5,102,"pop, r&b en espanol"
La Forma en Que Me Miras,Super Yei,spotify:track:57Ba26w9eoXx8BBUNgRNLV,71,190,"reggaeton, reggaeton flow, urbano latino"
Entre Nosotros,Tiago PZK,spotify:track:6w8yBI2vthyN9UnwO4UBWb,73,170,"argentine hip hop, pop venezolano, trap argentino, trap latino, urbano latino"
Pareja Del Año,Sebastian Yatra,spotify:track:2rCbl9naJYhaxjLsfx88uM,76,80,"colombian pop, latin pop, reggaeton, reggaeton colombiano, urbano latino"
"L-Gante: Bzrp Music Sessions, Vol.38",Bizarrap,spotify:track:1Crj1zkRMpsEjb9NOR6Zof,74,88,"argentine hip hop, pop venezolano, trap argentino, trap latino, urbano latino"
L-Gante: RKT SESSIONS #1,Papu DJ,spotify:track:4A9u8OrzFYbxdjiydkNdUi,67,176,"cumbia 420, rkt"
La Old Skul,Rauw Alejandro,spotify:track:6MEBxXI2n3FzPHrGRYFdL8,2,105,"pop, r&b en espanol"
NI BIEN NI MAL,Bad Bunny,spotify:track:278kSqsZIiYp8p3QjYAqa8,73,128,"musica chihuahuense, nueva musica mexicana"
200 Mph,Bad Bunny,spotify:track:5jGUJXnELDaDTgiRjD9lsg,67,160,"musica chihuahuense, nueva musica mexicana"
¿Quien Tu Eres?,Bad Bunny,spotify:track:6kN06eEOblRAuWI0xUUS91,64,137,"musica chihuahuense, nueva musica mexicana"
Caro,Bad Bunny,spotify:track:6it15CsDlkqB7N4lF0C1qM,68,160,"musica chihuahuense, nueva musica mexicana"
Tenemos Que Hablar,Bad Bunny,spotify:track:5VQpJ2AY2iMzrRZKgcvNjh,64,146,"musica chihuahuense, nueva musica mexicana"
Otra Noche en Miami,Bad Bunny,spotify:track:4vCAzANUWDE24URV6wQ4ra,78,89,"musica chihuahuense, nueva musica mexicana"
Ser Bichote,Bad Bunny,spotify:track:4UEuIEv9Wc3wtiWUplGJ7q,62,155,"musica chihuahuense, nueva musica mexicana"
Si Estuviésemos Juntos,Bad Bunny,spotify:track:35wvL50xvKpCHEJPxLOLPI,82,172,"musica chihuahuense, nueva musica mexicana"
Solo de Mi,Bad Bunny,spotify:track:4uP3pUP18ennmz0tb3GphR,72,180,"musica chihuahuense, nueva musica mexicana"
Cuando Perriabas,Bad Bunny,spotify:track:5mj8WVFcKdGA8p9HWGTSLc,65,82,"musica chihuahuense, nueva musica mexicana"
Como Antes,Bad Bunny,spotify:track:69ZaPBHhRMRDjRpW1ivnOU,69,104,"musica chihuahuense, nueva musica mexicana"
RLNDT,Bad Bunny,spotify:track:6pZHZndlo57dPCYnvlYFOE,67,108,"musica chihuahuense, nueva musica mexicana"
Estamos Bien,Bad Bunny,spotify:track:2OWVCFTolecLiGZPquvWvT,73,120,"musica chihuahuense, nueva musica mexicana"
MIA,Bad Bunny,spotify:track:3gE4eQH3K83Sght0ZLvuBK,79,97,"musica chihuahuense, nueva musica mexicana"
Muchacha,Gente De Zona,spotify:track:2vI4SxtYqAQD5h1nSrqfKM,58,116,"cubaton, electro latino, latin hip hop, latin pop"
Se Le Ve,Dímelo Flow,spotify:track:5W1qmxHrMlQGGAiFA3ZQqP,68,84,"reggaeton, reggaeton flow, urbano latino"
Blinding Lights,The Weeknd,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,92,171,"hip hop, rap, trap"
No Te Hagas,Jory Boy,spotify:track:5hKjEpYrJIJs6uPl7zw6Y6,75,132,"reggaeton, trap latino, urbano latino"
Falling,Trevor Daniel,spotify:track:26XaOsDMbl0e1cVKYfkz6w,72,127,melodic rap
Yo no Soy Tu Marido,Nicky Jam,spotify:track:2h9ymIolsmYaqwtxn69fXj,64,95,"latin hip hop, reggaeton, trap latino, urbano latino"
Cake By The Ocean,DNCE,spotify:track:5kGaMsilRZTvAQ5zqEfMAP,50,119,"dance pop, pop"
Bang Bang,K'NAAN,spotify:track:61YzdCCBPM5Pc7lIiD5i8C,70,180,reggae fusion
La Ocasión,DJ Luian,spotify:track:20pJKlNIU3J1CrvhBr1kQ8,75,134,"reggaeton, reggaeton flow, trap latino, urbano latino"
Lovumba,Daddy Yankee,spotify:track:6oyl7ELfrMqXLhGmIjXY9R,68,121,"latin hip hop, reggaeton, trap latino, urbano latino"
Perros Salvajes,Daddy Yankee,spotify:track:4oROqjxNSBrVxrcSaW77Mc,60,88,"latin hip hop, reggaeton, trap latino, urbano latino"
Miss Show,Daddy Yankee,spotify:track:6sPkFCZhckihZFUdF8rtu2,32,94,"latin hip hop, reggaeton, trap latino, urbano latino"
Pon T Loca,Daddy Yankee,spotify:track:2y9aKiaSIkRFI0TfqcgWU1,33,184,"latin hip hop, reggaeton, trap latino, urbano latino"
El Amante,Daddy Yankee,spotify:track:54Em6QZvAxt1tblPNAqfD7,61,180,"latin hip hop, reggaeton, trap latino, urbano latino"
Pasarela,Daddy Yankee,spotify:track:7uUYUy2qLfev9ppNvFBHpX,67,121,"latin hip hop, reggaeton, trap latino, urbano latino"
Po'Encima,Daddy Yankee,spotify:track:7yCEnbKmViYqTs7ZYihpMi,33,166,"latin hip hop, reggaeton, trap latino, urbano latino"
La Noche De Los Dos,Daddy Yankee,spotify:track:1oKHVatwHayiMn6MpvmPVZ,49,130,"latin hip hop, reggaeton, trap latino, urbano latino"
